id,title,description,createdAt,endedAt,serviceId,user_description,service_based_form,target_date,reissuedCopyOf,tradeClassificationType,state,stateText,sbf_form_text
18937587,Wandfliesen in der K?ºche, Ich suche einen Fliesenleger der mir 2 qm Wandfliesen verlegen kann ,11/22/2020 12:06,12/6/2020 12:06,12070,,1,Zeitnah,0,2.0,0,active,Ich suche einen Fliesenleger der mir 2 qm Wandfliesen verlegen kann
18937942,Holzbalken abschleifen und ??len," Holzbalken in der K?ºche sollen abgeschliffen und ge??lt werden. Die Deckenh??he betr?§gt ca 3,70m.",11/22/2020 12:23,12/6/2020 12:23,07060,,1,Innerhalb der n?§chsten 30 Tage,0,1.0,0,active,"Holzbalken in der K?ºche sollen abgeschliffen und ge??lt werden. Die Deckenh??he betr?§gt ca 3,70m."
18938707,Holzstiege / Kellertreppe liefern und einbauen, Lieferung und Einbau einer einfachen Kellerstiegenabgang.  Wir ben??tigen f?ºr unseren kleinen Keller einen Stiegenabgang.  ,11/22/2020 13:01,12/6/2020 13:01,10010,,1,Zeitnah,0,2.0,0,active,Lieferung und Einbau einer einfachen Kellerstiegenabgang.  Wir ben??tigen f?ºr unseren kleinen Keller einen Stiegenabgang.
18938987,Klappe f?ºr H?§ngeboden im Flur einbauen, Klappe/Schiebeelemt einbauen ohne Leiter f?ºr eine H?§ngebodenkonstruktion im kleinen Altbau-Flur - Sichtschutz,11/22/2020 13:16,12/6/2020 13:16,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,Klappe/Schiebeelemt einbauen ohne Leiter f?ºr eine H?§ngebodenkonstruktion im kleinen Altbau-Flur - Sichtschutz
18939402,40er- Jahre K?ºchenm??bel restaurieren," Ich w?ºrde diese beiden M??belst?ºcke gerne neu lackieren, restaurieren (die T?ºren sind etwas verzogen) und modernisieren lassen (durch neue Arbeitsplatten, zB Vollnussholz oder Stein oder Beton).  ",11/22/2020 13:40,12/6/2020 13:40,07060,,1,Zeitnah,0,1.0,0,active,"Ich w?ºrde diese beiden M??belst?ºcke gerne neu lackieren, restaurieren (die T?ºren sind etwas verzogen) und modernisieren lassen (durch neue Arbeitsplatten, zB Vollnussholz oder Stein oder Beton)."
18939552,"Anfertigung eines Einbauschrank, teilweise mit Glas Regalen.", Ich suche einen g?ºnstigen M??bel Schreiner der mir einen Einbau Schrank im Januar 2021 ganz in wei?ü sowie teilweise mit Glasb??den baut. ,11/22/2020 13:48,12/6/2020 13:48,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,Ich suche einen g?ºnstigen M??bel Schreiner der mir einen Einbau Schrank im Januar 2021 ganz in wei?ü sowie teilweise mit Glasb??den baut.
18939652,K?ºchenunterschrank in Kirschbaum anfertigen," Durch einen Wasserschaden ist uns leider ein Unterschrank kaputtgegangen. Leider handelt es sich hierbei um eine Wellmann K?ºche. Der Hersteller ist heute leider insolvent. Daher suchen wir einen Tischler/Schreiner, der unseren alten Unterschrank rekonstruiert. Dekor sollte in Kirschbaum sein.  Ma?üe sind 120cm Breite* ca. 80cm H??he * 60cm Tiefe.  Es sollte an der Ecke nach links hin ein offenes Regal angef?ºgt werden.",11/22/2020 13:55,12/6/2020 13:55,07010,,1,Innerhalb der n?§chsten 30 Tage,0,1.0,0,active,"Durch einen Wasserschaden ist uns leider ein Unterschrank kaputtgegangen. Leider handelt es sich hierbei um eine Wellmann K?ºche. Der Hersteller ist heute leider insolvent. Daher suchen wir einen Tischler/Schreiner, der unseren alten Unterschrank rekonstruiert. Dekor sollte in Kirschbaum sein.  Ma?üe sind 120cm Breite* ca. 80cm H??he * 60cm Tiefe.  Es sollte an der Ecke nach links hin ein offenes Regal angef?ºgt werden."
18939677,Ma?üanfertigung einer Garderobe im Flur der Eigentumswohnung , Ma?ünfertigung einer Garderobe im Flur der Eigentumswohnung mit diversen Staum??glichkeiten ,11/22/2020 13:56,12/6/2020 13:56,07010,,1,Zeitnah,0,1.0,0,active,Ma?ünfertigung einer Garderobe im Flur der Eigentumswohnung mit diversen Staum??glichkeiten
18939747,Anfertigen eines Einbauschrankes mit Glasregal.," Ich suche einen g?ºnstigen M??bel Schreiner der mir im Januar 2021 einen Einbauschrank, teilweise mit Glasregalen baut. ",11/22/2020 14:00,12/6/2020 14:00,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Ich suche einen g?ºnstigen M??bel Schreiner der mir im Januar 2021 einen Einbauschrank, teilweise mit Glasregalen baut."
18939772,Canton Lautsprecher funieren," Vier echtholzfunierte dunkelbraune Lautsprecher in Nussbaum neu funieren. Es w?§ren 2 Standlautsprecher, 1 Center und 1 Subwoofer.",11/22/2020 14:02,12/6/2020 14:02,07060,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Vier echtholzfunierte dunkelbraune Lautsprecher in Nussbaum neu funieren. Es w?§ren 2 Standlautsprecher, 1 Center und 1 Subwoofer."
18939817,Holztreppe f?ºr Innen, Eine Treppe um in das Dachboden zu gelangen. Aus Holz oder eventuell Alu Dachboden wurde ausgebaut,11/22/2020 14:05,12/6/2020 14:05,10010,,1,Zeitnah,0,2.0,0,active,Eine Treppe um in das Dachboden zu gelangen. Aus Holz oder eventuell Alu Dachboden wurde ausgebaut
18939877,Anfertigung einer Garderobe und eines Waschtisch-Unterschranks," Der Auftrag umfasst zum einen die Anfertigung und den Einbau einer Garderobe und zum andern die Anfertigung und den Einbau eines Badezimmer-Waschtisch-Unterschranks.   Die Ausf?ºhrung beider Anfertigungen sollen in Lack wei?ü erfolgen.  Der Garderobenschrank ist auf dem Bild dargestellt. Er besteht aus drei Elementen, zum einen auf der linken Seite eine Seitenwand, zweitens ein Oberschrank-Korpus ohne R?ºckwand mit zwei T?ºren und das dritte Element ist eine Kleiderstange. Die Ma?üe auf dem Bild sind Angaben in Zentimeter.  Der Badezimmer-Waschtisch-Unterschrank besteht aus einem Brett, auf dem der Waschtisch optisch aufliegt. Der Waschtisch ist bereits vorhanden und an der Wand angeschraubt. Unter dem Brett sollen sich zwei gro?üe ausziehbare Schubladen befinden. Die Ma?üe sind auf dem beigef?ºgten Bild erkenntlich. Auch hier handelt es sich um Angaben in Zentimeter.  Die Ausf?ºhrung soll schnellstm??glich erfolgen.",11/22/2020 14:07,12/6/2020 14:07,07010,,1,Zeitnah,0,1.0,0,active,"Der Auftrag umfasst zum einen die Anfertigung und den Einbau einer Garderobe und zum andern die Anfertigung und den Einbau eines Badezimmer-Waschtisch-Unterschranks.   Die Ausf?ºhrung beider Anfertigungen sollen in Lack wei?ü erfolgen.  Der Garderobenschrank ist auf dem Bild dargestellt. Er besteht aus drei Elementen, zum einen auf der linken Seite eine Seitenwand, zweitens ein Oberschrank-Korpus ohne R?ºckwand mit zwei T?ºren und das dritte Element ist eine Kleiderstange. Die Ma?üe auf dem Bild sind Angaben in Zentimeter.  Der Badezimmer-Waschtisch-Unterschrank besteht aus einem Brett, auf dem der Waschtisch optisch aufliegt. Der Waschtisch ist bereits vorhanden und an der Wand angeschraubt. Unter dem Brett sollen sich zwei gro?üe ausziehbare Schubladen befinden. Die Ma?üe sind auf dem beigef?ºgten Bild erkenntlich. Auch hier handelt es sich um Angaben in Zentimeter.  Die Ausf?ºhrung soll schnellstm??glich erfolgen."
18939882,Anfertigung eines Einbauschrankes mit Glasregal., Ich suche einen g?ºnstigen M??bel Schreiner der mir im Januar 2021 einen Einbauschrank mit teilweisen Glas Regalen baut. ,11/22/2020 14:07,12/6/2020 14:07,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,Ich suche einen g?ºnstigen M??bel Schreiner der mir im Januar 2021 einen Einbauschrank mit teilweisen Glas Regalen baut.
18939907,Neue Treppe f?ºr Dachbodenausbau zu Wohnzwecken in H-Misburg," +Aufma?ü vor Ort und Planung (inkl. Statik) in Absprache mit dem Auftraggeber. +Vorhandene Bodentreppe ausbauen +?ñffnung vergr???üern / Balkenkonstruktion anpassen +Neue Treppe aus Stahl alternativ aus Holz (Brandschutz?) konstruieren, bauen, liefern und einbauen. +Vorhandenes Treppengel?§nder verl?§ngern / anpassen. +Sonstige notwendige Arbeiten  Bilder und Planauszug anbei ",11/22/2020 14:09,12/6/2020 14:09,10010,,1,In den n?§chsten 3 Monaten,0,2.0,0,active,"+Aufma?ü vor Ort und Planung (inkl. Statik) in Absprache mit dem Auftraggeber. +Vorhandene Bodentreppe ausbauen +?ñffnung vergr???üern / Balkenkonstruktion anpassen +Neue Treppe aus Stahl alternativ aus Holz (Brandschutz?) konstruieren, bauen, liefern und"
18940187,Schleifen und ?ñlen einer Kommode und Holztischplatte / Schubladen ausrichten., Schleifen und ??len einer Kommode und einer Tischplatte. Sowie Ausrichten der Schubladen der Kommode. Holen und bringen inkl.,11/22/2020 14:24,12/6/2020 14:24,07060,,1,Zeitnah,0,1.0,0,active,Schleifen und ??len einer Kommode und einer Tischplatte. Sowie Ausrichten der Schubladen der Kommode. Holen und bringen inkl.
18940487,Eichenstamm Anfertigung Schuhbank 110cm B  38 cm T x 45 cm H gem Foto , Eichenstamm Schuhbank 110cm B  38 cm T x 45 cm H gem Foto ,11/22/2020 14:41,12/6/2020 14:42,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,Eichenstamm Schuhbank 110cm B  38 cm T x 45 cm H gem Foto
18941162,"Sanierung Dachterrasse, incl. 2 Balkone"," Sanierung einer Dachterrasse 45 qm, 2. Obergeschoss, Sachverst?§ndigengutachten liegt vor, plus 2 Balkone von jeweils 7,5 qm im 1. Obergeschoss plus Sanierung einer Hausecke, incl Schimmelbek?§mpfung",11/22/2020 15:17,12/6/2020 15:17,08130,,1,In 3 bis 6 Monaten,0,2.0,0,active,"Sanierung einer Dachterrasse 45 qm, 2. Obergeschoss, Sachverst?§ndigengutachten liegt vor, plus 2 Balkone von jeweils 7,5 qm im 1. Obergeschoss plus Sanierung einer Hausecke, incl Schimmelbek?§mpfung"
18941322,Schornstein in Neubau Bungalow," Wir bauen einen neuen Bungalow und wollen nach Haus?ºbergabe einen Schornstein nachr?ºsten. Wir brauchen einen Schornstein mit Zuluft und er soll innen stehen, also nicht an der Aussenwand aufsteigen.",11/22/2020 15:27,12/6/2020 15:27,01060,,1,In mehr als 6 Monaten,0,1.0,0,active,"Wir bauen einen neuen Bungalow und wollen nach Haus?ºbergabe einen Schornstein nachr?ºsten. Wir brauchen einen Schornstein mit Zuluft und er soll innen stehen, also nicht an der Aussenwand aufsteigen."
18942597,Stahlwangentreppe f?ºr zwei Geschosse, Zweigeschossige Stahlwangentreppe  mit Podest ohne Belag  + Au?üentreppe f?ºr Schuppen mit Gitterrost-Stufen,11/22/2020 16:44,12/6/2020 16:44,10010,,1,Zeitnah,0,2.0,0,active,Zweigeschossige Stahlwangentreppe  mit Podest ohne Belag  + Au?üentreppe f?ºr Schuppen mit Gitterrost-Stufen
18942887,Treppenbelag f?ºr eine Betontreppe 1/2 gewendelt., Holzstufen  von EG-OG f?ºr eine Betontreppe 1/2 gewendelt(16 Stufen).Eiche massiv mit fertiger Oberfl?§che lackiert.Beizen der Treppe.Setzstufen in Wei?ü.,11/22/2020 17:01,12/6/2020 17:01,10010,,1,In den n?§chsten 3 Monaten,0,2.0,0,active,Holzstufen  von EG-OG f?ºr eine Betontreppe 1/2 gewendelt(16 Stufen).Eiche massiv mit fertiger Oberfl?§che lackiert.Beizen der Treppe.Setzstufen in Wei?ü.
18943122,Kernbohrung einmal Innenwand und einmal Au?üenwand," F?ºr eine Entl?ºftungsanlage des Bades unserer ELW werden zwei Kernbohrungen ben??tigt. Einmal durch die Gipsdielenwand mit Fliesen, vom Bad in die Eingangsdiele (Innenwand ca.11,5cm stark) und einmal ?ºber den Betonsturz am Eingang der ELW (Au?üenwand ca. 40cm stark). Die Bohrungen m?ºssen einen Durchmesser haben, da?ü ich Abluftrohre und einen L?ºfter von DN125mm einbauen kann. ",11/22/2020 17:17,12/6/2020 17:19,12130,,1,Wunschtermin: 08.01.2021,0,2.0,0,active,"F?ºr eine Entl?ºftungsanlage des Bades unserer ELW werden zwei Kernbohrungen ben??tigt. Einmal durch die Gipsdielenwand mit Fliesen, vom Bad in die Eingangsdiele (Innenwand ca.11,5cm stark) und einmal ?ºber den Betonsturz am Eingang der ELW (Au?üenwand ca. 40cm stark). Die Bohrungen m?ºssen einen Durchmesser haben, da?ü ich Abluftrohre und einen L?ºfter von DN125mm einbauen kann."
18943172,Tisch neu lackieren ," Couchtisch Tischplatte und Gestell ca. 2m x 1,2 m anschleifen und klar Couchtisch ca. 2m x 1,2 m klar lackieren",11/22/2020 17:20,12/6/2020 17:20,07060,,1,Zeitnah,0,1.0,0,active,"Couchtisch Tischplatte und Gestell ca. 2m x 1,2 m anschleifen und klar Couchtisch ca. 2m x 1,2 m klar lackieren"
18943632,Babybett umlackieren in Frankfurt am Main, Ein Babybett soll von hellgrau in wei?ü mit Naturfarben umlackiert werden. Gern stellen wir dazu unseren Balkon zur Verf?ºgung und besorgen auch den Lack.,11/22/2020 17:43,12/6/2020 17:43,07060,,1,Zeitnah,0,1.0,0,active,Ein Babybett soll von hellgrau in wei?ü mit Naturfarben umlackiert werden. Gern stellen wir dazu unseren Balkon zur Verf?ºgung und besorgen auch den Lack.
18943642,Schreibtisch neu lackieren , Mein alter Schreibtisch wurde schon mal wei?ü lackiert nun ist er etwas abgenutzt und ich w?ºrde es gerne neu wei?ü lackieren lassen. Das Gitter hinten ist defekt vielleicht kann man da ein neues bauen. Nur Spray Lackierung kein streichen. ,11/22/2020 17:43,12/6/2020 17:43,07060,,1,Zeitnah,0,1.0,0,active,Mein alter Schreibtisch wurde schon mal wei?ü lackiert nun ist er etwas abgenutzt und ich w?ºrde es gerne neu wei?ü lackieren lassen. Das Gitter hinten ist defekt vielleicht kann man da ein neues bauen. Nur Spray Lackierung kein streichen.
18943782,Anfertigung einer Bank/Anrichte unter einem Fenster," Hallo an alle,  wir suchen jemanden, der uns unsere Bank/Anrichte baut. Die Bank/Anrichte haben wir bereits von einem Handwerker ausmessen und professionell skizzieren lassen. Im Anhang findet ihr die Skizzen hierzu.  Material ist von euch mitzubringen. Als Material h?§tten wir gerne Birkensperrholzplatten.  Wir freuen uns auf eure Angebote.  Liebe Gr?º?üe  Annika",11/22/2020 17:51,12/6/2020 17:51,07010,,1,Zeitnah,0,1.0,0,active,"Hallo an alle,  wir suchen jemanden, der uns unsere Bank/Anrichte baut. Die Bank/Anrichte haben wir bereits von einem Handwerker ausmessen und professionell skizzieren lassen. Im Anhang findet ihr die Skizzen hierzu.  Material ist von euch mitzubringen. Als Material h?§tten wir gerne Birkensperrholzplatten.  Wir freuen uns auf eure Angebote.  Liebe Gr?º?üe  Annika"
18943822,Anfertigung eines weissen Einbauschrank., Ich suche einen g?ºnstigen M??bel Schreiner der mir im Januar 2021 einen wei?üen  Einbauschrank mit Glas Regalen anfertigt und einbaut.,11/22/2020 17:53,12/6/2020 17:53,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,Ich suche einen g?ºnstigen M??bel Schreiner der mir im Januar 2021 einen wei?üen  Einbauschrank mit Glas Regalen anfertigt und einbaut.
18944187,Anfertigung eines Einbauschrankes aus Holz.," Ich suche einen g?ºnstigen M??bel Schreiner, der mir einen wei?üen Einbauschrank mit Glas Regalen anfertigt und einbaut.",11/22/2020 18:16,12/6/2020 18:16,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Ich suche einen g?ºnstigen M??bel Schreiner, der mir einen wei?üen Einbauschrank mit Glas Regalen anfertigt und einbaut."
18944792,Kernbohrung f?ºr Dunstabzugshaube," Ich ben??tige eine Kernbohrung, ich sch?§tze DN110 f?ºr eine Dunstabzugshaube. Geht von K?ºchenwand auf Parkplatz drau?üen (da ca. 2m hoch). Material sollte Beton oder Mauerwerk sein, hab ich noch nicht getestet. Dicke laut Plan 30 cm",11/22/2020 18:52,12/6/2020 18:52,12130,,1,Wunschtermin: 11.12.2020,0,2.0,0,active,"Ich ben??tige eine Kernbohrung, ich sch?§tze DN110 f?ºr eine Dunstabzugshaube. Geht von K?ºchenwand auf Parkplatz drau?üen (da ca. 2m hoch). Material sollte Beton oder Mauerwerk sein, hab ich noch nicht getestet. Dicke laut Plan 30 cm"
18945067,Kaminzug sanieren und ggf. Querschnittsverengung des Kaminzugs und Baustoffwechsel ," Einbringen eines neuen Abgasrohren aus Keramik, Edelstahl, Schamotte vom Kaminkopf aus. ca. 10,5 Meter  ca. 2 x T-Anschluss 90 Grad Grundplatte mit Kondensatablauf  1 x ?úbergang  L?§ngenelemente 1000 mm   Wandhalter  Wandblende 1 x M?ºndungsabschluss Klemmb?§nder  CE- Zulassung   ggf. kommt auch eine Querschnittsverengung des Kaminzugs und Baustoffwechsel  in Frage. alles inkl. Material  Der Auftragnehmer muss eine Betriebshaftpflicht, Sach-& Unfallversicherung nachweisen!  Eine Besichtigung ist auf Wunsche n?§chste Woche (KW48) t?§glich ab 13 Uhr m??glich oder Sie fahren einfach vorbei. ",11/22/2020 19:05,12/6/2020 19:05,01060,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Einbringen eines neuen Abgasrohren aus Keramik, Edelstahl, Schamotte vom Kaminkopf aus. ca. 10,5 Meter  ca. 2 x T-Anschluss 90 Grad Grundplatte mit Kondensatablauf  1 x ?úbergang  L?§ngenelemente 1000 mm   Wandhalter  Wandblende 1 x M?ºndungsabschluss Klemmb?§nder  CE- Zulassung   ggf. kommt auch eine Querschnittsverengung des Kaminzugs und Baustoffwechsel  in Frage. alles inkl. Material  Der Auftragnehmer muss eine Betriebshaftpflicht, Sach-& Unfallversicherung nachweisen!  Eine Besichtigung ist auf Wunsche n?§chste Woche (KW48) t?§glich ab 13 Uhr m??glich oder Sie fahren einfach vorbei."
18945097,Einbaut?ºren Garderobe anfertigen und befestigen ," Wir haben im Hausflur eine Garderobe mit oberen Ablagen. Diese sollen durch Einbaut?ºren aus Eiche Leimholz verschlossen werden. Eine T?ºr Anschlag links an der Wand H=34cm/B=53,3cm. Eine Doppel T?ºr H=34cm/Gesamtbreite 97cm auch Wandbefestigung. ",11/22/2020 19:08,12/6/2020 19:08,07010,,1,Zeitnah,0,1.0,0,active,"Wir haben im Hausflur eine Garderobe mit oberen Ablagen. Diese sollen durch Einbaut?ºren aus Eiche Leimholz verschlossen werden. Eine T?ºr Anschlag links an der Wand H=34cm/B=53,3cm. Eine Doppel T?ºr H=34cm/Gesamtbreite 97cm auch Wandbefestigung."
18945147,Raumsparwendeltreppe mit Montage," Raumsparwendeltreppe zum Aufstieg zum Speicher. H??he vom Boden bis zum Speicherboden circa 2,70m",11/22/2020 19:11,12/6/2020 19:11,10010,,1,Zeitnah,0,2.0,0,active,"Raumsparwendeltreppe zum Aufstieg zum Speicher. H??he vom Boden bis zum Speicherboden circa 2,70m"
18945437,Fliesen legen - Neubau Bungalow," In G?§ste WC und Hauptbad sollen die W?§nde gefliest werden. W?§nde im G?§ste-WC: ca. 15 qm W?§nde im Hauptbad: ca. 40 qm Boden im G?§ste-WC: ca. 5 qm Boden im Hauptbad: 12 qm   Bodenfliesen in Wohn-/Essbereich, K?ºche und Dielen . Insgesamt ca. 65 qm  Speisekammer: 2,5 qm   HWR: 8,5 qm.  Fliesen k??nnen wir besorgen. Im Wohnbereich h?§tten wir gerne Fliesen im Format 120cm x 60cm. ",11/22/2020 19:32,12/6/2020 19:32,12070,,1,In mehr als 6 Monaten,0,2.0,0,active,"In G?§ste WC und Hauptbad sollen die W?§nde gefliest werden. W?§nde im G?§ste-WC: ca. 15 qm W?§nde im Hauptbad: ca. 40 qm Boden im G?§ste-WC: ca. 5 qm Boden im Hauptbad: 12 qm   Bodenfliesen in Wohn-/Essbereich, K?ºche und Dielen . Insgesamt ca. 65 qm  Speisekammer: 2,5 qm   HWR: 8,5 qm.  Fliesen k??nnen wir besorgen. Im Wohnbereich h?§tten wir gerne Fliesen im Format 120cm x 60cm."
18945462,Wer baut f?ºr uns individuelle Kinderbetten?," Hallo, wir suchen jemanden, der uns individuelle Kinderbetten und im Keller eine Hochebene f?ºr die Kinder baut und eventuell noch eine Kletterwand...  Wir ben??tigen die M??bel Ende Januar.",11/22/2020 19:33,12/6/2020 19:38,07010,,1,Wunschtermin: 31.01.2021,0,1.0,0,active,"Hallo, wir suchen jemanden, der uns individuelle Kinderbetten und im Keller eine Hochebene f?ºr die Kinder baut und eventuell noch eine Kletterwand...  Wir ben??tigen die M??bel Ende Januar."
18945467,Renovierung von einer Naturstein K?ºchenarbeitsplatte - 4 m2," Es handelt sich um das Polieren (Renovieren) von einer Naturstein K?ºchenarbeitsplatte. Die Platte ist ca. 20 Jahre alt, die Oberfl?§che hat mit der Zeit kleine Rissen/Schlagsch?§den/Vertiefunegn absolviert und muss nun renoviert werden. Rundum K?ºchensp?ºle hat sich eine Schicht Kalk eingebildet, welche auch Weg sein muss.  Gro?üe der K?ºchenarbeitsplatte f?ºr das Polieren: ca. 4 m2  Die Arbeit muss in der Schweiz (Reinach AG), ca. 50 km von der Deutschen Grenze gemacht werden.",11/22/2020 19:33,12/6/2020 19:33,07060,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Es handelt sich um das Polieren (Renovieren) von einer Naturstein K?ºchenarbeitsplatte. Die Platte ist ca. 20 Jahre alt, die Oberfl?§che hat mit der Zeit kleine Rissen/Schlagsch?§den/Vertiefunegn absolviert und muss nun renoviert werden. Rundum K?ºchensp?ºle hat sich eine Schicht Kalk eingebildet, welche auch Weg sein muss.  Gro?üe der K?ºchenarbeitsplatte f?ºr das Polieren: ca. 4 m2  Die Arbeit muss in der Schweiz (Reinach AG), ca. 50 km von der Deutschen Grenze gemacht werden."
18945587,Anfertigung drei Flaschenregale, Ich brauche bitte 3 Flaschenregale in wei?ü  Beispiel Foto Muss keinen Sockel haben   1xh??he 61 cm 2xh??he 40 cm  Breite ca 15 cm f?ºr Weinflaschen halt  Tiefe  m?ºsste ich noch mal messen  Ca 50 cm denke ich ,11/22/2020 19:42,12/6/2020 19:42,07010,,1,Zeitnah,0,1.0,0,active,Ich brauche bitte 3 Flaschenregale in wei?ü  Beispiel Foto Muss keinen Sockel haben   1xh??he 61 cm 2xh??he 40 cm  Breite ca 15 cm f?ºr Weinflaschen halt  Tiefe  m?ºsste ich noch mal messen  Ca 50 cm denke ich
18945762,Treppenaufgang zum Dachboden ?§ndern., Wir m??chten einen Holztreppenaufgang zum Dachboden ?§ndern und ben??tigen einen Schreiner ,11/22/2020 19:51,12/6/2020 19:51,10010,,1,In den n?§chsten 3 Monaten,0,2.0,0,active,Wir m??chten einen Holztreppenaufgang zum Dachboden ?§ndern und ben??tigen einen Schreiner
18945852,Inennetreppen f?ºr zwei Neubau DHH, Fertigung und Einbau von der Innentreppe f?ºr zwei DHH in 82194 Gr??benzell. Jeweils Keller/EG/OG und DG.,11/22/2020 19:56,12/6/2020 19:56,10010,,1,Zeitnah,0,2.0,0,active,Fertigung und Einbau von der Innentreppe f?ºr zwei DHH in 82194 Gr??benzell. Jeweils Keller/EG/OG und DG.
18946527,Versottung Schornstein stillegen trocknen, Schornstein still- und trockenlegen  Drei St?ºck vorhanden/ einer f?ºr Gasheizung ,11/22/2020 20:39,12/6/2020 20:39,01060,,1,Zeitnah,0,1.0,0,active,Schornstein still- und trockenlegen  Drei St?ºck vorhanden/ einer f?ºr Gasheizung
18946597,Einbau einer Treppe ," Durchbruch zwischen Erdgeschoss und Obergeschoss und setzen einer Treppe, das bild zeigt ein Beispiel von unserem Wunsch ",11/22/2020 20:43,12/6/2020 20:43,10010,,1,In den n?§chsten 3 Monaten,0,2.0,0,active,"Durchbruch zwischen Erdgeschoss und Obergeschoss und setzen einer Treppe, das bild zeigt ein Beispiel von unserem Wunsch"
18946997,Schornsteinsanierung ca. 8 m," Edelstahlkamin in vorhandenen Schornstein einziehen:  H??he ca. 8 m 1 Kaminofenanschlu?ü 150mm (falls bauseits m??glich) 1 Revisionschacht im Wohnraum unter Kaminrohranschlu?ü inkl. Revisionklappe  Fix und fertige Leistung: - Aufma?ü, Materialauswahl mit Auftraggeber, Einbau und anputzen der ?ñffnungen   Es handelt sich um ein 2-Gesch??ssiges Haus Baujahr 1924 (EG, OG und DG). Der Kaminofen soll im OG eingebaut werden.  OPTIONAL: Lieferung und Anschluss eines kleinen Kaminofens (ca. 5 KW)",11/22/2020 21:06,12/6/2020 21:06,01060,,1,Zeitnah,0,1.0,0,active,"Edelstahlkamin in vorhandenen Schornstein einziehen:  H??he ca. 8 m 1 Kaminofenanschlu?ü 150mm (falls bauseits m??glich) 1 Revisionschacht im Wohnraum unter Kaminrohranschlu?ü inkl. Revisionklappe  Fix und fertige Leistung: - Aufma?ü, Materialauswahl mit Auftraggeber, Einbau und anputzen der ?ñffnungen   Es handelt sich um ein 2-Gesch??ssiges Haus Baujahr 1924 (EG, OG und DG). Der Kaminofen soll im OG eingebaut werden.  OPTIONAL: Lieferung und Anschluss eines kleinen Kaminofens (ca. 5 KW)"
18947122,Anfertigung eines Einbauschrankes in M?ºnchen/Moosach," Bau eines Einbauschrankes im Flur. Die Niche betr?§gt B/T/H = 69/55/240cm und ist komplett von W?§nden umgeben. Deswegen muss nur eine Front (T?ºren) und Rahmen zur befestigung gebaut werden. Innen sollen ab einer einer H??he von ca 160cm 2-3 Regalb??den platziert werden. Im Optimalfall organisieren Sie auch das Material und schneiden alles entsprechend zu, bzw. lassen zuschneiden.    ",11/22/2020 21:13,12/6/2020 21:13,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Bau eines Einbauschrankes im Flur. Die Niche betr?§gt B/T/H = 69/55/240cm und ist komplett von W?§nden umgeben. Deswegen muss nur eine Front (T?ºren) und Rahmen zur befestigung gebaut werden. Innen sollen ab einer einer H??he von ca 160cm 2-3 Regalb??den platziert werden. Im Optimalfall organisieren Sie auch das Material und schneiden alles entsprechend zu, bzw. lassen zuschneiden."
18947452,Anfertigung eines gro?üen Flurschrankes," Anfertigung von Flurm??bel/Garderobenschrank/Schuhschrank. Die Ma?üe w?§ren ca. 2,77 L?§nge, 260-280 H??he und Tiefe ca. 33 da der Flurbereich schmal ist. Am liebsten ohne Griffe, ohne Schn??rkel, gradlinig, wei?ü. In dem Schrank sollen Jacken und Schuhe verstaut werden. Material nicht vorhanden. Erdgeschoss. ",11/22/2020 21:33,12/6/2020 21:33,07010,,1,In den n?§chsten 3 Monaten,0,1.0,0,active,"Anfertigung von Flurm??bel/Garderobenschrank/Schuhschrank. Die Ma?üe w?§ren ca. 2,77 L?§nge, 260-280 H??he und Tiefe ca. 33 da der Flurbereich schmal ist. Am liebsten ohne Griffe, ohne Schn??rkel, gradlinig, wei?ü. In dem Schrank sollen Jacken und Schuhe verstaut werden. Material nicht vorhanden. Erdgeschoss."
18947697,Dachbodentreppe tauschen mit Deckensanierung Sprockh??vel , Eine bestehende Dachbodentreppe soll getauscht werden. Dabei soll auch die Holzdecke im ersten Obergeschoss im Treppenhaus durch eine Decke aus Pannellen ersetzt werden. Ebenfalls sollen Deckenstrahler eingebaut werden. Die Stromzuleitung muss daf?ºr in die Decke verlegt werden. ,11/22/2020 21:49,12/6/2020 21:49,10010,,1,In den n?§chsten 3 Monaten,0,2.0,0,active,Eine bestehende Dachbodentreppe soll getauscht werden. Dabei soll auch die Holzdecke im ersten Obergeschoss im Treppenhaus durch eine Decke aus Pannellen ersetzt werden. Ebenfalls sollen Deckenstrahler eingebaut werden. Die Stromzuleitung muss daf?ºr in die Decke verlegt werden.
